"Year","afg","ago","alb","are","arg","arm","aus","aut","aze","bdi","bel","ben","bfa","bgd","bgr","bhr","bih","blr","bol","bra","brb","btn","bwa","caf","can","che","chl","chn","civ","cmr","cod","cog","col","com","cpv","cri","cub","cyp","cze","ddr","deu","dji","dnk","dom","dza","ecu","egy","eri","esp","est","eth","fin","fji","fra","gab","gbr","geo","gha","gin","gmb","gnb","gnq","grc","gtm","guy","hkg","hnd","hrv","hti","hun","idn","ind","irl","irn","irq","isl","isr","ita","jam","jor","jpn","kaz","ken","khm","kor","kwt","lao","lbn","lbr","lby","lka","lso","ltu","lux","lva","mar","mda","mdg","mdv","mex","mkd","mli","mmr","mne","mng","moz","mrt","mus","mwi","mys","nam","ner","nga","nic","nld","nor","npl","nzl","omn","pak","pan","per","phl","png","pol","prk","prt","pry","psb","pse","psg","qat","rou","rus","rwa","sau","sdn","sen","sgp","slb","sle","slv","sml","som","srb","ssd","stp","sur","svk","svn","swe","swz","syc","syr","tcd","tgo","tha","tjk","tkm","tls","tto","tun","tur","twn","tza","uga","ukr","ury","usa","uzb","vdr","ven","vnm","vut","xkx","yem","ymd","zaf","zmb","zwe","zzb"
1900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19015,NA,0.108364418328751,NA,NA,2.18496428600782,NA,6.37059304050892,2.61118986823956,NA,NA,5.02468640322837,0.360219025448217,NA,NA,NA,0.126662772792661,NA,NA,1.87279674955862,2.13842181202359,1.16850916641653,0.339086217137551,0.384497914172866,NA,4.67251999154201,5.83517587045969,2.88347652737551,0.498406595544466,0.263696433656601,NA,0.103539448517363,NA,0.984813689128838,NA,NA,2.62245253143302,1.78476400546899,0.853367510317777,NA,NA,2.59000151496811,NA,3.79122433087963,2.14853428824831,0.406242586369424,2.76050751830292,NA,0.155235974003864,1.93081863975884,NA,0.201529339848501,2.60968156249504,NA,5.51177722394621,NA,4.72135339997559,NA,NA,0.54233342368028,0.571923273539337,0.160844883871722,NA,3.78560531539602,0.970794432090363,1.21285950294688,NA,1.71081223227264,NA,1.38909768912844,2.69665467618955,0.286372598509111,0.81827168448471,NA,0.322138435412836,NA,NA,NA,2.86394528396177,NA,NA,1.57654277470969,NA,0.158553671699923,0.377838950940133,0.316059011625364,0.7084242,0.405977669640332,NA,1.96674975682495,NA,1.44765175251514,0.452096564641713,NA,NA,NA,0.184115580345601,NA,0.32249596083407,NA,1.17330680402458,NA,0.402539587359607,1.00678687917297,NA,NA,0.301298140498149,NA,1.4318779478203,0.110044116366731,0.47112328832973,0.328240521142554,NA,NA,NA,4.7029154851664,4.47369703583312,0.0772410929148525,7.8893137821381,0.11825799513191,NA,NA,2.63012988911076,0.666110733529421,0.820649173330883,NA,NA,1.516402187211,2.0886561061545,NA,NA,NA,0.182158218357976,2.3818871688425,0.547487479591796,NA,0.115941460116529,0.558090001017588,NA,NA,NA,0.781793782264326,NA,NA,0.396655257426004,1.84330538792621,NA,NA,1.57002314767154,NA,NA,3.2101450960718,NA,NA,NA,NA,NA,0.288864529324615,NA,NA,NA,NA,0.377098005463369,0.0912260996281809,NA,NA,0.639063921245291,NA,3.34004404985847,4.24698767658472,NA,NA,0.399523644408807,NA,NA,NA,NA,NA,1.60190980053386,NA,NA,NA
19035,NA,0.108578274073224,NA,NA,2.18797992931603,NA,6.95005813767203,2.61272703163266,NA,NA,5.04087740357243,0.360411496968776,NA,NA,NA,0.126712278699704,NA,NA,1.784921932683,2.11068796236877,1.30067759648211,0.320480804897141,0.386107472629049,NA,4.79507540842868,5.84039356444814,2.67428178154815,0.512783027407495,0.263936986567942,NA,0.104535154145472,NA,0.986400651251173,NA,NA,2.68738743149213,2.54283747852748,0.855186827801933,NA,NA,2.52604099854618,NA,5.44291557136258,1.94739765975596,0.387756668633494,2.62113860725294,NA,0.155270107030216,1.92204358747979,NA,0.201586028214055,2.6291651779748,NA,5.56020861768581,NA,4.75983965936713,NA,0.756807524065598,0.542623395100599,0.571900769905653,0.161024848191762,NA,3.7774333764661,0.970861256673837,2.05943509931728,NA,1.69767594771105,NA,1.39013578648565,2.69948468386172,0.277016917832818,0.818527356648644,NA,0.322440775124502,NA,NA,NA,3.16130084334335,NA,NA,1.74996263259895,NA,0.140941836628467,0.378250470719608,0.316194743304231,0.7084242,0.434311014664535,NA,2.07003293537331,NA,1.44875705293537,0.453193851121519,NA,NA,NA,0.25943293540411,NA,0.333311247141463,NA,1.17514093297201,NA,0.402636629719205,1.00816428944624,NA,NA,0.301518609155605,NA,1.42325914882797,0.110793715817335,0.471122602490753,0.329637938847581,NA,NA,0.960684957061037,4.69961068408318,4.45595199414876,0.0772630017254204,8.00368102836533,0.118613689588773,NA,NA,2.63016562599617,0.742270969040078,0.822477901984644,NA,NA,1.50793199907301,2.0911280208958,NA,NA,NA,0.183354981428111,2.50509305526316,0.49957249673589,NA,0.115987282728275,0.558290943772099,NA,NA,NA,0.782017695531686,NA,NA,0.396810858093643,1.84644233180009,NA,NA,1.57207732216483,NA,NA,3.22932053486552,NA,NA,NA,NA,NA,0.2891636391929,NA,NA,NA,NA,0.373017338527265,0.10999112333551,NA,NA,0.64047788950382,NA,3.14550034746246,4.51532093775384,NA,NA,0.399952666652062,NA,NA,NA,NA,NA,1.60318496000967,NA,1.98444745837436,NA
19055,NA,0.108807417431432,NA,NA,2.27165793832559,NA,7.66048478188327,2.61476809502577,NA,NA,5.10937668054308,0.360655582579088,NA,NA,NA,0.126778847710438,NA,NA,1.78188764303214,2.10333002128394,1.30162560412154,0.301928404676068,0.388155972232661,NA,4.8004336467825,5.87385948606186,2.83159830542362,0.527260295577691,0.264257035594087,NA,0.105743028346389,0.298749470016534,1.48575075034929,NA,NA,2.76291677505589,3.20866568331671,0.857615551507655,NA,NA,2.65023017055333,NA,6.04379223090805,2.03262014479812,0.388078049408029,2.58547562755622,NA,0.155305404132961,1.84310310461025,NA,0.201671060909775,2.65031189637214,NA,5.51532168828356,NA,4.76099842285145,NA,0.757121757410074,0.542996756149661,0.571908324559151,0.161264800618482,NA,3.63831303634286,0.966235722987418,2.11853492871927,NA,1.68483928240772,NA,1.39147584155955,2.70322170538276,0.277042636737491,0.818853574505022,NA,0.322843895220614,NA,NA,NA,3.20593987846222,NA,NA,1.83576254164531,NA,0.142370556399551,0.378798229859725,0.31634055513599,0.7084242,0.415792374203366,NA,2.20146285562794,NA,1.45194977489664,0.454527398628353,NA,NA,NA,0.259778467052364,NA,0.335109353876469,NA,1.17757878767888,NA,0.412146402702309,1.00981260935233,NA,NA,0.301784887100562,0.303122164223582,1.41483553599147,0.111657239289419,0.471121476327948,0.317081774083107,NA,NA,0.938517116699017,4.69670858022268,4.50877541581394,0.0772922133126587,8.02427801702107,0.119087948864591,NA,2.36880524754531,2.47070053367652,0.717174379142588,0.824659360061737,NA,NA,1.57951342395569,2.07094868998536,NA,NA,NA,0.184953108651131,2.51611485090433,0.546689437307911,NA,0.0972840427041185,0.558557631965906,0.586427520732115,NA,NA,0.782299587205393,1.6021446646886,NA,0.397021731355648,1.87407840009333,NA,NA,1.57476626944269,NA,NA,3.3141716193349,NA,NA,NA,NA,NA,0.289563411591643,NA,NA,NA,NA,0.378447927250798,0.109991591967089,NA,NA,0.642269595838253,NA,2.96114252599973,4.32880450540409,NA,NA,0.400482324160161,NA,NA,NA,NA,NA,1.604739816209,NA,1.98609974467807,NA
19075,NA,0.109038405252941,NA,NA,2.21460780616588,NA,7.72821143816764,2.61680915841887,NA,NA,5.1872580008752,0.36089987732067,NA,NA,NA,0.126845395509235,NA,NA,1.81168858988468,2.11004378097933,1.30257401053627,0.30214058766557,0.390201518091675,NA,4.84330619063442,5.89325122417891,2.94200147213248,0.598031166062073,0.264577011558884,NA,0.106950902066749,0.299499931932591,1.49253020404143,NA,NA,2.82437589573759,2.90678486425875,0.860043699482846,NA,NA,2.84009498823613,NA,6.0817319725481,1.82229850400334,0.388387313224203,2.13229833329859,NA,0.155341756706432,1.83452962463345,NA,0.201759241619991,2.79811954782383,NA,5.55956618403332,NA,4.79030376380197,NA,0.757500850360645,0.54337053368516,0.571912321423504,0.161504752804923,NA,3.74782266126182,0.914697588551449,2.12603294236587,NA,1.66730877365437,NA,1.61799014610279,2.55684245406597,0.300524448222377,0.762886079162882,NA,0.534348247685814,NA,NA,NA,3.36316611820946,NA,NA,1.80428400069167,NA,0.153182582396202,0.379345749365679,0.339942062560022,0.7084242,0.416037860877458,NA,2.17339417279418,NA,1.45514237242777,0.455859115998633,NA,NA,NA,0.260123998700619,NA,0.36036281510388,NA,1.1800156783149,NA,0.41227380874777,1.01146077653236,NA,NA,0.302051165045518,0.303173678374267,1.50023275927583,0.112520980359232,0.471119906258941,0.304517439603696,NA,NA,0.986716279229729,4.7266442992,4.94627245769873,0.077321424899897,8.07300076628819,0.124253348656932,NA,3.06903247060389,2.44258528262214,0.734456506965828,0.826840820061057,NA,NA,1.62294804768127,2.08829694048597,NA,NA,NA,0.18655077330462,2.62565056244077,0.903421364537483,NA,0.0973453604512575,0.558824126946762,0.558449846461471,NA,NA,0.782580444332595,1.60335784936958,NA,0.397232503579274,1.77036272951812,NA,NA,1.59152898864975,NA,NA,3.23952438760498,NA,NA,NA,NA,NA,0.289963067146067,NA,NA,NA,NA,0.374487689807915,0.109992060598668,NA,NA,0.644061442272148,NA,2.940971669939,4.35337898210758,NA,NA,0.401011984381847,NA,NA,NA,NA,NA,1.60628971903011,NA,2.08156926277555,NA
19095,NA,0.112360033149507,NA,NA,2.22163752824418,NA,7.72067751973684,2.7579820059167,NA,NA,5.1744050033019,0.364233195779262,NA,NA,2.24021589555178,0.130000723966396,NA,NA,1.88679546882472,2.11046223309334,1.3066116667813,0.296059282458222,0.395333006182827,NA,4.84234593403931,5.87820314146829,2.91006664643786,0.624979445361911,0.267985707419727,NA,0.111247576748222,0.303443886893138,1.53992653457421,NA,NA,2.92645620064741,1.89494000826123,0.865560050514544,NA,NA,2.77503637382436,NA,6.19781865060706,1.78394475632669,0.391768294689969,1.58838455542404,NA,0.158467856144962,1.88533854697083,NA,0.204936222330208,3.46504068715556,NA,5.60220823441145,NA,4.77578724056334,NA,0.760968637599106,0.546833013252573,0.575001539165353,0.164833505231643,NA,3.78536317345276,0.955378876340256,2.13662071896567,NA,1.29633777349902,NA,1.63180049930856,2.61057983453973,0.345860437592938,0.76630109701926,NA,1.18990828714848,NA,NA,NA,3.28423323627596,NA,NA,1.8087321944213,NA,0.138937477425923,0.382981841740851,0.347867835879325,0.711513,0.419371737383263,NA,2.12026742185771,NA,1.46142364463049,0.460278137829761,NA,NA,NA,0.263558330348873,NA,0.388704691227637,NA,1.1855404012009,NA,0.401416490357942,1.01619758939789,NA,NA,0.305406242750196,0.325095797292368,1.50427609095336,0.116473816605755,0.474206688701357,0.309106803937206,NA,NA,0.925416981209346,4.74090473145438,5.59795897272539,0.0804394364871353,8.12677038494669,0.123125265494001,NA,2.76375172335787,2.43632118897901,1.25208780119042,0.832111076215924,NA,NA,1.47244375146176,1.94923351567788,NA,NA,NA,0.191236763090296,2.53655622050593,1.11312554381304,NA,0.100495473411481,0.562195559410941,0.594602110547321,NA,NA,0.785948951924728,1.6404992441015,NA,0.400531973973948,1.76355877225563,NA,NA,1.59261604229608,NA,NA,3.20549524777541,NA,NA,NA,NA,NA,0.293451404943611,NA,NA,NA,NA,0.392372365856162,0.450843264671019,NA,NA,0.648942237700667,NA,3.04116570904819,4.46547366496847,NA,NA,0.348336942680079,NA,NA,NA,NA,NA,1.61092256583292,NA,2.0393886506952,NA
19115,NA,0.115683496252326,NA,NA,2.28965819911474,NA,7.61002771710597,2.74964304303694,NA,NA,5.11433898308608,0.367566749657263,NA,NA,2.41278539671505,0.133156035432781,NA,NA,1.90000759665199,2.00283598775974,1.31064971626701,0.299360244303238,0.400461568374663,NA,4.81474547970072,6.00388928823403,2.89311061535545,0.623780923504656,0.27139431781596,NA,0.134313220827899,0.30770202213508,1.74893720218771,NA,NA,2.69047521233037,2.85394344160485,0.871075806456499,NA,NA,2.80259105763398,NA,6.0893356055604,1.84939846058055,0.395129232424414,1.64024226884607,NA,0.161594793842887,1.90451877970393,NA,0.208113203040424,3.48458517618325,NA,5.55571841225578,0.213645503407823,4.78971917510689,NA,0.783200910088151,0.550294874630699,0.578087156451338,0.186926791763091,NA,3.70562501195281,0.972905824289838,2.15659145319767,NA,1.49828773093589,NA,1.24126551485924,2.6452501141423,0.348976706651262,0.741569314679658,NA,1.17902457831926,NA,NA,NA,3.18774495347128,NA,NA,1.86796229046512,NA,0.143457734554737,0.386617692577457,0.332337885644994,0.7146018,0.418014023656608,NA,2.16136108646547,NA,1.46770479060654,0.464696123102277,NA,NA,NA,0.266992661997128,NA,0.384208115832143,NA,1.19863237663449,NA,0.418705825266966,1.02093425404937,NA,NA,0.308761320695152,0.347018537462657,1.50831668076258,0.120427025127415,0.477293020072821,0.33245184059777,NA,NA,0.963236277546454,4.79738502990806,5.46123269690006,0.0835574480743736,8.0595352643426,0.136070605802864,NA,2.9576044336153,2.467584155008,1.57269118317072,0.837381336215243,NA,NA,1.5943278706838,2.10162355868022,NA,NA,NA,0.195922288776586,2.51116756717935,1.15016441553206,NA,0.103645581092669,0.565615795130862,0.499402415205966,NA,NA,0.789316234855868,1.63542174979354,NA,0.385066780403837,1.74737244367143,NA,NA,1.59839464321192,NA,NA,3.39724520335371,NA,NA,NA,NA,NA,0.28876671778824,NA,NA,NA,NA,0.353955017606263,1.38308023344271,NA,NA,0.653823184291182,NA,3.01878371590294,4.4793455045123,NA,NA,0.389182650185159,NA,NA,NA,NA,NA,1.7844295727654,NA,1.93152711208177,NA
19135,NA,0.115919989692597,NA,NA,2.35459674440756,NA,7.36354291397047,2.82285722517508,NA,NA,5.04639217748093,0.367811753540412,NA,NA,2.35260195166763,0.133222525531458,NA,NA,1.86291422224201,2.09691644081645,1.31159939467062,0.299572415759385,0.402497096966867,NA,4.88307302557098,5.94353257007972,2.94373332770074,0.736772051166844,0.26702290193852,NA,0.135529767159061,0.30887125634499,2.03062205227713,NA,NA,2.657717870453,3.16423506317433,0.873502161473557,NA,NA,2.7469044765598,NA,6.1562281523644,1.92603603579382,0.395396814299203,2.26132715249852,NA,0.16163366119454,1.93508695055535,NA,0.208201383750641,3.51042246119064,NA,5.53897806031973,0.214234887624454,4.80066311117937,NA,0.802344389619903,0.550666803365013,0.57808035050643,0.20593129227522,NA,3.63687179425665,0.996826025337737,2.22976765470794,NA,1.65981871268874,NA,1.31645280084772,2.71425989886992,0.349004350698167,0.741945922728259,NA,1.25408271473818,NA,NA,NA,3.15424708526182,NA,NA,1.8532326836162,NA,0.154272142825263,0.387164510534424,0.219896367022255,0.7146018,0.422949424028015,NA,2.17135168071358,NA,2.38097781214501,0.466024736563392,NA,NA,NA,0.333014118934655,NA,0.38600437045407,NA,1.49888040081169,NA,0.390685986460471,1.02258195352054,NA,0.222692251914591,0.309027598640108,0.347088570016113,1.50926527881517,0.121291884944863,0.477290096790959,0.333934178673733,NA,NA,0.955948076994089,4.86954103171086,5.37291879061782,0.0835866596616119,7.81865972733084,0.131853724562159,NA,2.93319892361288,2.51921136536858,1.63688415603656,0.839562794292336,NA,NA,2.26208693800108,1.77262858119476,NA,NA,NA,0.197518538065207,2.53050868665436,1.13281419109559,NA,0.103706883963813,0.565947010081542,0.49962772418387,NA,NA,0.789593833411287,1.59441889067261,NA,0.366512712586375,1.75155296339433,NA,NA,1.60108477875534,NA,NA,3.45944718342627,NA,NA,NA,NA,NA,0.290778497718789,NA,NA,NA,NA,0.443792298197241,1.27089650713825,NA,NA,0.655615489977744,NA,3.18544584103104,4.43861424551322,0.301671123992074,NA,0.398692357700031,NA,NA,NA,NA,NA,2.42395403024491,0.390130372804415,2.04573763785329,NA
19155,NA,0.116158308601518,NA,NA,2.98716704847943,NA,7.52048341065367,2.7459551498532,NA,NA,4.32637655068095,0.368057021053335,NA,NA,2.12353701080097,0.133288995652172,NA,NA,1.85396458146843,2.08778913434885,1.31254953766933,0.299784587215531,0.40452841884785,NA,4.88103777179512,5.90193990789275,2.85362036146422,1.25789224346922,0.262651387472375,NA,0.136747433725954,0.310040367994081,2.02145607590327,NA,NA,3.13160656085416,3.17429383067892,0.875927917419467,NA,NA,2.70529115346311,NA,6.13398973677598,1.96514236327574,0.395666462345071,2.46020728616825,0.81958723913212,0.161673149594254,1.89528801435749,NA,0.20828956542197,3.41429072958798,NA,5.33459236733639,0.214985520648421,4.77407841104637,NA,0.802723398947597,0.551037083078767,0.578069899997267,0.20617124470194,NA,3.66194101570433,0.98790742054357,2.23257738082836,NA,1.80727352766763,NA,1.60743228508849,2.70821153180082,0.349031835337469,0.742473700392415,NA,1.1837156,NA,NA,NA,3.8431842274662,NA,NA,1.81504729729093,NA,0.146322591864544,0.38771110427068,0.22004217116511,0.7146018,0.404428711836653,NA,2.2188712654639,NA,2.38416989912847,0.467353237193646,NA,NA,NA,0.370963963561832,NA,0.397182151322459,NA,1.14236830515405,NA,0.390812753190106,1.02422949391186,NA,0.222692251914591,0.309293876585065,0.347159237176511,1.5008279566371,0.122157271714854,0.477286715273395,0.335406820699694,NA,1.14135140220328,1.26296604638682,4.90416844344159,6.23690618969484,0.0836158712488502,7.75602758095315,0.127636843321455,NA,2.83842435781111,1.97506193906996,1.67293002742396,0.84174425236943,NA,NA,2.47480559820799,2.02533289289503,NA,NA,NA,0.199114298657875,2.47010020449239,1.1342283325013,NA,0.103768182493905,0.56627799507755,0.499852920780632,NA,NA,0.789870854065141,1.59094676203023,NA,0.366723078277136,1.7088220666753,NA,NA,1.60377528165603,NA,NA,3.39498823813339,NA,NA,NA,NA,NA,0.292790157154778,NA,NA,NA,NA,0.383504771652451,0.905391232961388,NA,NA,0.704319290267319,NA,3.20668109187733,4.58082469227619,0.302783177838814,NA,0.375364747644681,NA,NA,NA,NA,NA,2.42547509315251,0.390998673935551,2.03327156909262,NA
19175,NA,0.116398448110287,NA,NA,3.20222532281278,NA,7.20829638611028,2.6080684505364,NA,0.231253150543629,1.87533175795617,0.368302565820657,NA,NA,2.07273578176721,0.13335544718467,NA,NA,1.81217379263575,2.031747418095,1.31350008867352,0.299996750982773,0.415938816965965,NA,4.73827757929849,5.79936239801996,2.93707759202018,1.0894150245047,0.262970902583053,NA,0.13796622363341,0.311209335553566,2.32190466651359,NA,NA,3.19267823258194,3.18435231325792,0.878353053081268,NA,NA,2.54170813499478,NA,7.34552022149158,1.93387961152031,0.395935055606848,2.46205644275864,0.820178937865933,0.161713150436363,1.86956247873818,NA,0.208377746132187,3.32754125734878,NA,5.26155841308615,0.215736153672388,4.77564028837956,NA,0.803102526150591,0.55140519739521,0.578055783109934,0.18764664904325,NA,3.43368902673818,0.988370284666631,2.20254987477683,NA,1.79991818398054,NA,1.53719353528825,2.70216316473172,0.349058826172986,0.743001479017683,NA,1.1837156,NA,NA,NA,3.53290936936655,NA,NA,1.89883160633729,NA,0.157138046957951,0.388257459378441,0.22018798299687,0.695837265895271,0.385907561303912,NA,2.20071489843189,NA,2.38736186487937,0.468682085895799,NA,NA,NA,0.371475694867229,NA,0.398976880328795,NA,1.1142346857079,NA,0.409703833921452,1.02587687363488,NA,0.222692251914591,0.309560154530021,0.347230547062899,1.49238653139244,0.123023264938597,0.477282871937755,0.341560510786751,NA,1.14190581981948,1.57936639467736,4.91064838294256,7.06805576593403,0.0836450828360885,7.64646569942279,0.132802241191569,NA,2.83277969862012,2.17210988214832,1.6620643923631,0.886145914104388,NA,NA,2.40136500147235,2.02940529918119,NA,NA,NA,0.20070958132302,2.45660328128314,1.13564230398054,0.176376068065619,0.103829476190825,0.566608740933458,0.500078004191124,NA,NA,0.7901474354833,1.60624088693621,NA,0.366933337294695,1.57695965594651,NA,NA,1.60646616157698,NA,NA,3.41027867463104,NA,NA,NA,NA,0.211513128381969,0.313566257249736,NA,NA,NA,NA,0.370120323048109,0.779134216001603,NA,0.512807229826675,0.706111922570313,NA,3.58444132492956,4.59636279676025,0.303895233607781,NA,0.356729069789796,NA,NA,NA,NA,NA,2.45513349063868,0.391869336014394,1.98326600867128,NA
